-2751.0,0.15
-2740.0,0.13
-2729.0,0.13
-2718.0,0.15
-2707.0,0.13
-2696.0,0.12
-2685.0,0.13
-2674.0,0.12
-2663.0,0.11
-2652.0,0.13
-2641.0,0.12
-2630.0,0.12
-2619.0,0.12
-2608.0,0.1
-2597.0,0.12
-2586.0,0.12
-2575.0,0.13
-2564.0,0.16
-2553.0,0.18
-2541.0,0.16
-2530.0,0.13
-2519.0,0.13
-2508.0,0.15
-2497.0,0.14
-2486.0,0.15
-2475.0,0.14
-2464.0,0.14
-2453.0,0.15
-2442.0,0.14
-2431.0,0.14
-2420.0,0.13
-2409.0,0.14
-2398.0,0.13
-2387.0,0.14
-2376.0,0.15
-2365.0,0.16
-2354.0,0.16
-2343.0,0.15
-2332.0,0.14
-2320.0,0.16
-2309.0,0.13
-2298.0,0.12
-2287.0,0.1
-2276.0,0.11
-2265.0,0.1
-2254.0,0.14
-2243.0,0.16
-2232.0,0.15
-2221.0,0.17
-2210.0,0.15
-2199.0,0.12
-2188.0,0.13
-2177.0,0.12
-2166.0,0.12
-2155.0,0.14
-2144.0,0.15
-2133.0,0.16
-2122.0,0.14
-2111.0,0.14
-2099.0,0.13
-2088.0,0.13
-2077.0,0.13
-2066.0,0.16
-2055.0,0.16
-2044.0,0.16
-2033.0,0.16
-2022.0,0.17
-2011.0,0.18
-2000.0,0.15
-1989.0,0.12
-1978.0,0.11
-1967.0,0.1
-1956.0,0.13
-1945.0,0.13
-1934.0,0.13
-1923.0,0.14
-1912.0,0.16
-1901.0,0.15
-1889.0,0.14
-1878.0,0.14
-1867.0,0.14
-1856.0,0.15
-1845.0,0.14
-1834.0,0.14
-1823.0,0.14
-1812.0,0.14
-1801.0,0.13
-1790.0,0.16
-1779.0,0.15
-1768.0,0.13
-1757.0,0.14
-1746.0,0.14
-1735.0,0.12
-1724.0,0.12
-1713.0,0.14
-1702.0,0.13
-1691.0,0.14
-1680.0,0.16
-1668.0,0.17
-1657.0,0.14
-1646.0,0.12
-1635.0,0.15
-1624.0,0.14
-1613.0,0.1
-1602.0,0.1
-1591.0,0.14
-1580.0,0.13
-1569.0,0.14
-1558.0,0.15
-1547.0,0.16
-1536.0,0.13
-1525.0,0.14
-1514.0,0.15
-1503.0,0.12
-1492.0,0.14
-1481.0,0.13
-1470.0,0.13
-1458.0,0.16
-1447.0,0.14
-1436.0,0.13
-1425.0,0.14
-1414.0,0.12
-1403.0,0.14
-1392.0,0.15
-1381.0,0.12
-1370.0,0.12
-1359.0,0.12
-1348.0,0.13
-1337.0,0.15
-1326.0,0.16
-1315.0,0.15
-1304.0,0.14
-1293.0,0.15
-1282.0,0.13
-1271.0,0.15
-1260.0,0.15
-1249.0,0.13
-1237.0,0.13
-1226.0,0.16
-1215.0,0.14
-1204.0,0.12
-1193.0,0.13
-1182.0,0.14
-1171.0,0.14
-1160.0,0.12
-1149.0,0.13
-1138.0,0.15
-1127.0,0.12
-1116.0,0.11
-1105.0,0.12
-1094.0,0.12
-1083.0,0.11
-1072.0,0.1
-1061.0,0.1
-1050.0,0.11
-1039.0,0.14
-1027.0,0.14
-1016.0,0.14
-1005.0,0.15
-994.0,0.13
-983.0,0.12
-972.0,0.14
-961.0,0.14
-950.0,0.14
-939.0,0.15
-928.0,0.15
-917.0,0.16
-906.0,0.13
-895.0,0.14
-884.0,0.16
-873.0,0.13
-862.0,0.11
-851.0,0.12
-840.0,0.13
-829.0,0.13
-818.0,0.13
-806.0,0.14
-795.0,0.14
-784.0,0.12
-773.0,0.13
-762.0,0.13
-751.0,0.14
-740.0,0.15
-729.0,0.13
-718.0,0.13
-707.0,0.12
-696.0,0.11
-685.0,0.12
-674.0,0.12
-663.0,0.12
-652.0,0.12
-641.0,0.13
-630.0,0.14
-619.0,0.17
-608.0,0.13
-596.0,0.11
-585.0,0.14
-574.0,0.13
-563.0,0.14
-552.0,0.15
-541.0,0.14
-530.0,0.13
-519.0,0.12
-508.0,0.13
-497.0,0.14
-486.0,0.13
-475.0,0.13
-464.0,0.12
-453.0,0.13
-442.0,0.13
-431.0,0.13
-420.0,0.14
-409.0,0.14
-398.0,0.16
-386.0,0.16
-375.0,0.15
-364.0,0.13
-353.0,0.14
-342.0,0.14
-331.0,0.14
-320.0,0.16
-309.0,0.17
-298.0,0.16
-287.0,0.13
-276.0,0.12
-265.0,0.1
-254.0,0.1
-243.0,0.12
-232.0,0.11
-221.0,0.12
-210.0,0.13
-199.0,0.13
-188.0,0.13
-176.0,0.12
-165.0,0.13
-154.0,0.12
-143.0,0.13
-132.0,0.14
-121.0,0.11
-110.0,0.13
-99.0,0.14
-88.0,0.16
-77.0,0.17
-66.0,0.14
-55.0,0.14
-44.0,0.15
-33.0,0.15
-22.0,0.12
-11.0,0.12
0.0,0.12
11.0,0.13
22.0,0.27
33.0,2.01
45.0,5.35
56.0,6.74
67.0,6.7
78.0,6.85
89.0,7.12
100.0,7.1
111.0,7.13
122.0,7.08
133.0,7.06
144.0,7.08
155.0,7.09
166.0,7.15
177.0,7.17
188.0,7.21
199.0,7.2
210.0,7.21
221.0,7.28
232.0,7.3
243.0,7.28
255.0,7.28
266.0,7.34
277.0,7.36
288.0,7.33
299.0,7.35
310.0,7.38
321.0,7.37
332.0,7.36
343.0,7.39
354.0,7.41
365.0,7.43
376.0,7.43
387.0,7.42
398.0,7.42
409.0,7.42
420.0,7.42
431.0,7.43
442.0,7.42
453.0,7.43
464.0,7.44
476.0,7.44
487.0,7.43
498.0,7.43
509.0,7.43
520.0,7.42
531.0,7.4
542.0,7.39
553.0,7.41
564.0,7.43
575.0,7.44
586.0,7.48
597.0,7.49
608.0,7.47
619.0,7.47
630.0,7.48
641.0,7.48
652.0,7.49
663.0,7.47
674.0,7.45
686.0,7.45
697.0,7.46
708.0,7.43
719.0,7.46
730.0,7.47
741.0,7.46
752.0,7.44
763.0,7.44
774.0,7.41
785.0,7.41
796.0,7.42
807.0,7.42
818.0,7.4
829.0,7.35
840.0,7.35
851.0,7.34
862.0,7.34
873.0,7.32
884.0,7.29
896.0,7.3
907.0,7.28
918.0,7.3
929.0,7.28
940.0,7.24
951.0,7.24
962.0,7.22
973.0,7.18
984.0,7.2
995.0,7.17
1006.0,7.15
1017.0,7.16
1028.0,7.13
1039.0,7.07
1050.0,7.01
1061.0,6.92
1072.0,6.88
1083.0,6.85
1094.0,6.79
1105.0,6.72
1117.0,6.68
1128.0,6.72
1139.0,6.68
1150.0,6.65
1161.0,6.65
1172.0,6.66
1183.0,6.6
1194.0,6.58
1205.0,6.55
1216.0,6.52
1227.0,6.52
1238.0,6.52
1249.0,6.48
1260.0,6.45
1271.0,6.39
1282.0,6.39
1293.0,6.36
1304.0,6.32
1315.0,6.24
1327.0,6.18
1338.0,6.17
1349.0,6.12
1360.0,6.09
1371.0,6.05
1382.0,6.02
1393.0,5.96
1404.0,5.89
1415.0,5.88
1426.0,5.86
1437.0,5.84
1448.0,5.8
1459.0,5.74
1470.0,5.65
1481.0,5.44
1492.0,5.05
1503.0,4.49
1514.0,3.85
1525.0,3.23
1536.0,2.64
1548.0,1.98
1559.0,1.37
1570.0,0.93
1581.0,0.5
1592.0,0.18
1603.0,-0.06
1614.0,-0.07
1625.0,-0.1
1636.0,-0.04
1647.0,0.11
1658.0,0.0
1669.0,-0.53
1680.0,-0.85
1691.0,-0.48
1702.0,-0.68
1713.0,-0.91
1724.0,-0.86
1735.0,-0.7
1746.0,-0.82
1758.0,-0.59
1769.0,-0.46
1780.0,-0.46
1791.0,-0.98
1802.0,-1.74
1813.0,-1.69
1824.0,-1.11
1835.0,-0.76
1846.0,-0.66
1857.0,-0.62
1868.0,-0.53
1879.0,-0.21
1890.0,-0.07
1901.0,-0.06
1912.0,-0.03
1923.0,-0.15
1934.0,-0.18
1945.0,-0.22
1956.0,-0.21
1967.0,-0.2
1979.0,-0.18
1990.0,-0.18
2001.0,-0.2
2012.0,-0.19
2023.0,-0.16
2034.0,-0.16
2045.0,-0.17
2056.0,-0.17
2067.0,-0.16
2078.0,-0.17
2089.0,-0.19
2100.0,-0.16
2111.0,-0.15
2122.0,-0.17
2133.0,-0.18
2144.0,-0.15
2155.0,-0.16
2166.0,-0.14
2177.0,-0.16
2189.0,-0.16
2200.0,-0.17
2211.0,-0.17
2222.0,-0.16
2233.0,-0.17
2244.0,-0.15
2255.0,-0.21
2266.0,-0.23
2277.0,-0.23
2288.0,-0.19
2299.0,-0.16
2310.0,-0.16
2321.0,-0.14
2332.0,-0.14
2343.0,-0.14
2354.0,-0.16
2365.0,-0.15
2376.0,-0.14
2387.0,-0.14
2399.0,-0.16
2410.0,-0.15
2421.0,-0.13
2432.0,-0.16
2443.0,-0.16
2454.0,-0.16
2465.0,-0.15
2476.0,-0.14
2487.0,-0.16
2498.0,-0.16
2509.0,-0.14
2520.0,-0.15
2531.0,-0.13
2542.0,-0.13
2553.0,-0.15
2564.0,-0.15
2575.0,-0.13
2586.0,-0.15
2597.0,-0.18
2608.0,-0.16
2620.0,-0.15
2631.0,-0.14
2642.0,-0.15
2653.0,-0.15
2664.0,-0.16
2675.0,-0.17
2686.0,-0.18
2697.0,-0.18
2708.0,-0.17
2719.0,-0.15
2730.0,-0.17
2741.0,-0.17
2752.0,-0.15
2763.0,-0.17
2774.0,-0.16
2785.0,-0.15
2796.0,-0.13
2807.0,-0.16
2818.0,-0.17
2830.0,-0.17
2841.0,-0.16
2852.0,-0.15
2863.0,-0.14
2874.0,-0.13
2885.0,-0.15
2896.0,-0.16
2907.0,-0.18
2918.0,-0.16
2929.0,-0.16
2940.0,-0.14
2951.0,-0.11
2962.0,-0.15
2973.0,-0.17
2984.0,-0.18
2995.0,-0.18
3006.0,-0.17
3017.0,-0.17
3028.0,-0.17
3040.0,-0.17
3051.0,-0.19
3062.0,-0.17
3073.0,-0.16
3084.0,-0.16
3095.0,-0.15
3106.0,-0.15
3117.0,-0.13
3128.0,-0.13
3139.0,-0.15
3150.0,-0.16
3161.0,-0.15
3172.0,-0.16
3183.0,-0.16
3194.0,-0.14
3205.0,-0.14
3216.0,-0.13
3227.0,-0.13
3238.0,-0.15
3249.0,-0.18
3261.0,-0.2
3272.0,-0.18
3283.0,-0.15
3294.0,-0.16
3305.0,-0.18
3316.0,-0.18
3327.0,-0.14
3338.0,-0.15
3349.0,-0.18
3360.0,-0.16
3371.0,-0.15
3382.0,-0.14
3393.0,-0.15
3404.0,-0.14
3415.0,-0.13
3426.0,-0.11
3437.0,-0.11
3448.0,-0.1
3459.0,-0.11
3470.0,-0.11
3482.0,-0.12
3493.0,-0.11
3504.0,-0.14
3515.0,-0.13
3526.0,-0.11
3537.0,-0.11
3548.0,-0.11
3559.0,-0.13
3570.0,-0.13
3581.0,-0.15
3592.0,-0.14
3603.0,-0.14
