#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 9920, 4,    -0.14, 3,   boost,   23.69,  99522.00,  151.18,   22.70,   32.51, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.13, 3,   boost,   24.94,  99512.00,  152.02,   23.54,   32.98, 17.9, 4.05, 4.00, 4.02
6, 9920, 4,    -0.12, 3,   boost,   26.23,  99503.00,  152.78,   24.30,   33.45, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.11, 3,   boost,   27.57,  99502.00,  152.87,   24.38,   33.93, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.10, 3,   boost,   28.95,  99491.00,  153.80,   25.31,   34.42, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.09, 3,   boost,   30.38,  99482.00,  154.56,   26.07,   34.91, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.08, 3,   boost,   31.84,  99480.00,  154.73,   26.24,   35.41, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.07, 3,   boost,   33.33,  99472.00,  155.40,   26.92,   35.91, 17.9, 4.05, 4.00, 4.02
6, 9920, 4,    -0.06, 3,   boost,   34.86,  99465.00,  155.99,   27.51,   36.42, 17.9, 4.03, 4.00, 4.02
6, 9920, 4,    -0.05, 3,   boost,   36.41,  99458.00,  156.59,   28.10,   36.93, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.04, 3,   boost,   37.98,  99447.00,  157.52,   29.03,   37.45, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.03, 3,   boost,   39.56,  99440.00,  158.11,   29.62,   37.97, 17.9, 4.03, 4.00, 4.00
6, 9920, 4,    -0.02, 3,   boost,   41.16,  99435.00,  158.53,   30.05,   38.50, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,    -0.01, 3,   boost,   42.76,  99431.00,  158.87,   30.38,   39.04, 17.9, 4.05, 4.00, 4.02
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
6, 9920, 4,     0.00, 3,   boost,   44.35,  99421.00,  159.71,   31.23,   39.58, 17.9, 4.05, 4.00, 4.00
