#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 9920, 14,    -0.14, 3,   boost,   37.43,  98246.00,  259.51,   23.44,   50.75, 20.5, 3.99, 3.96, 3.96
6, 9920, 14,    -0.13, 3,   boost,   39.39,  98236.00,  260.37,   24.30,   51.50, 20.5, 4.00, 3.96, 3.94
6, 9920, 14,    -0.12, 3,   boost,   41.42,  98238.00,  260.20,   24.13,   52.25, 20.5, 4.00, 3.96, 3.94
6, 9920, 14,    -0.11, 3,   boost,   43.52,  98230.00,  260.88,   24.81,   53.02, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.10, 3,   boost,   45.69,  98213.00,  262.33,   26.26,   53.79, 20.5, 4.00, 3.96, 3.94
6, 9920, 14,    -0.09, 3,   boost,   47.91,  98208.00,  262.76,   26.69,   54.58, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.08, 3,   boost,   50.19,  98201.00,  263.36,   27.29,   55.37, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.07, 3,   boost,   52.53,  98192.00,  264.12,   28.05,   56.17, 20.5, 4.00, 3.96, 3.94
6, 9920, 14,    -0.06, 3,   boost,   54.91,  98186.00,  264.64,   28.57,   56.98, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.05, 3,   boost,   57.32,  98175.00,  265.58,   29.51,   57.80, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.04, 3,   boost,   59.77,  98166.00,  266.35,   30.27,   58.62, 20.5, 4.00, 3.96, 3.96
6, 9920, 14,    -0.03, 3,   boost,   62.24,  98164.00,  266.52,   30.45,   59.46, 20.5, 3.99, 3.96, 3.96
6, 9920, 14,    -0.02, 3,   boost,   64.71,  98150.00,  267.71,   31.64,   60.30, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,    -0.01, 3,   boost,   67.19,  98141.00,  268.48,   32.41,   61.15, 20.5, 4.00, 3.94, 3.94
6, 9920, 14,     0.00, 3,   boost,   69.65,  98127.00,  269.68,   33.61,   62.01, 20.5, 4.00, 3.94, 3.94
