#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 9920, 12,    -0.14, 3,   boost,   34.22,  98907.00,  203.25,   22.39,   44.49, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.13, 3,   boost,   36.02,  98900.00,  203.85,   22.98,   45.17, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.12, 3,   boost,   37.88,  98892.00,  204.53,   23.66,   45.86, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.11, 3,   boost,   39.81,  98884.00,  205.21,   24.34,   46.55, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.10, 3,   boost,   41.80,  98872.00,  206.22,   25.36,   47.25, 19.2, 4.05, 4.00, 4.02
6, 9920, 12,    -0.09, 3,   boost,   43.85,  98867.00,  206.65,   25.78,   47.96, 19.2, 4.03, 4.00, 4.00
6, 9920, 12,    -0.08, 3,   boost,   45.95,  98857.00,  207.50,   26.63,   48.68, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.07, 3,   boost,   48.10,  98849.00,  208.18,   27.31,   49.41, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.06, 3,   boost,   50.30,  98840.00,  208.94,   28.07,   50.15, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.05, 3,   boost,   52.52,  98825.00,  210.22,   29.35,   50.89, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.04, 3,   boost,   54.78,  98816.00,  210.98,   30.11,   51.64, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.03, 3,   boost,   57.06,  98812.00,  211.32,   30.45,   52.40, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.02, 3,   boost,   59.35,  98798.00,  212.51,   31.64,   53.17, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,    -0.01, 3,   boost,   61.64,  98798.00,  212.51,   31.64,   53.95, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.00, 3,   boost,   63.92,  98792.00,  213.02,   32.15,   54.73, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.01, 3,   boost,   66.18,  98778.00,  214.21,   33.34,   55.52, 19.2, 4.05, 4.00, 4.02
6, 9920, 12,     0.02, 3,   boost,   68.42,  98777.00,  214.29,   33.43,   56.33, 19.2, 4.03, 4.00, 4.03
6, 9920, 12,     0.03, 3,   boost,   70.61,  98770.00,  214.89,   34.02,   57.14, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.04, 3,   boost,   72.75,  98750.00,  216.59,   35.72,   57.95, 19.2, 4.05, 4.00, 4.03
6, 9920, 12,     0.05, 3,   boost,   74.83,  98749.00,  216.67,   35.81,   58.78, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.06, 3,   boost,   76.83,  98743.00,  217.18,   36.32,   59.61, 19.2, 4.03, 4.00, 4.00
6, 9920, 12,     0.07, 3,   boost,   78.75,  98736.00,  217.78,   36.91,   60.46, 19.2, 4.05, 4.00, 4.00
6, 9920, 12,     0.08, 3,   boost,   80.58,  98724.00,  218.80,   37.93,   61.30, 19.2, 4.05, 4.00, 4.00
