72872.00,0.00,317.25,-3.88,5.38,-0.21,1.60,-3.03,-4.39,9.12,3.48,0.00,0.00,0.00,0.00
72894.00,0.00,317.25,-3.88,5.38,-0.21,1.60,-3.03,-4.32,11.22,2.92,0.00,0.00,0.00,0.00
72916.00,0.00,317.25,-3.88,5.38,-0.21,1.60,-3.03,-1.94,9.79,1.53,0.00,0.00,0.00,0.00
72938.00,0.01,317.25,-3.88,5.38,-0.21,1.60,-3.03,2.97,3.61,-1.31,0.00,0.00,0.00,0.00
72970.00,0.01,326.44,-3.56,3.25,0.75,-1.31,4.87,13.94,-15.27,-4.56,2565.81,-3412.22,-1125.18,0.00
72992.00,0.01,326.44,-3.56,3.25,0.75,-1.31,4.87,14.85,-19.06,-3.00,2565.81,-3412.22,-1125.18,0.00
73014.00,0.01,326.44,-3.56,3.25,0.75,-1.31,4.87,10.97,-12.35,-1.38,2565.81,-3412.22,-1125.18,0.00
73036.00,0.02,326.44,-3.56,3.25,0.75,-1.31,4.87,4.91,0.12,0.90,2565.81,-3412.22,-1125.18,0.00
73072.00,0.03,313.12,-2.94,3.56,0.18,0.22,-6.69,-5.72,25.13,2.25,3203.75,-2511.82,-1082.77,0.00
73111.00,0.03,313.12,-2.94,3.56,0.18,0.22,-6.69,0.00,10.89,-0.12,3203.75,-2511.82,-1082.77,0.00
73137.00,0.04,313.12,-2.94,3.56,0.18,0.22,-6.69,5.13,-2.88,-1.17,3203.75,-2511.82,-1082.77,0.00
73159.00,0.04,313.12,-2.94,3.56,0.18,0.22,-6.69,9.51,-14.38,-1.94,3203.75,-2511.82,-1082.77,0.00
73191.00,0.05,313.75,-3.44,4.81,-0.12,-1.11,4.81,9.57,-13.20,-3.28,3218.62,-2720.04,-1128.39,0.00
73213.00,0.05,313.75,-3.44,4.81,-0.12,-1.11,4.81,5.34,-3.23,-1.87,3218.62,-2720.04,-1128.39,0.00
73235.00,0.05,313.75,-3.44,4.81,-0.12,-1.11,4.81,0.88,6.11,-0.02,3218.62,-2720.04,-1128.39,0.00
73257.00,0.05,313.75,-3.44,4.81,-0.12,-1.11,4.81,-1.86,11.58,1.04,3218.62,-2720.04,-1128.39,0.00
73279.00,0.06,311.69,-2.50,9.25,0.05,0.81,-1.67,-2.95,12.15,1.98,3251.39,-2419.75,-1353.21,0.00
73312.00,0.07,311.69,-2.50,9.25,0.05,0.81,-1.67,-0.25,3.19,1.22,3251.39,-2419.75,-1353.21,0.00
73334.00,0.07,311.69,-2.50,9.25,0.05,0.81,-1.67,1.28,-1.03,0.36,3251.39,-2419.75,-1353.21,0.00
73356.00,0.08,311.69,-2.50,9.25,0.05,0.81,-1.67,1.88,-3.20,-0.34,3251.39,-2419.75,-1353.21,0.00
73378.00,0.09,311.56,-3.06,8.75,0.01,0.15,0.09,1.37,-3.32,-0.42,-0.42,0.33,0.17,0.00
73411.00,0.11,311.56,-3.06,8.75,0.01,0.15,0.09,-0.06,-0.71,0.40,-0.42,0.33,0.17,0.00
73433.00,0.12,311.56,-3.06,8.75,0.01,0.15,0.09,-0.30,0.05,0.29,-0.42,0.33,0.17,0.00
73455.00,0.13,311.56,-3.06,8.75,0.01,0.15,0.09,-0.31,0.35,0.13,-0.42,0.33,0.17,0.00
73477.00,0.14,310.69,-3.62,8.50,0.10,0.20,0.01,-0.27,0.26,-0.11,-0.23,0.50,0.20,0.00
73499.00,0.14,310.69,-3.62,8.50,0.10,0.20,0.01,-0.31,0.02,-0.13,-0.23,0.50,0.20,0.00
73531.00,0.15,310.69,-3.62,8.50,0.10,0.20,0.01,-0.07,-0.12,0.11,-0.23,0.50,0.20,0.00
73553.00,0.16,310.69,-3.62,8.50,0.10,0.20,0.01,0.02,-0.26,0.23,-0.23,0.50,0.20,0.00
73575.00,0.16,310.81,-4.56,8.31,-0.08,0.02,-0.09,0.00,0.03,0.25,-0.54,1.11,0.39,0.00
73597.00,0.16,310.81,-4.56,8.31,-0.08,0.02,-0.09,0.17,0.08,0.21,-0.54,1.11,0.39,0.00
73619.00,0.16,310.81,-4.56,8.31,-0.08,0.02,-0.09,0.14,0.12,0.14,-0.54,1.11,0.39,0.00
73653.00,0.17,310.81,-4.56,8.31,-0.08,0.02,-0.09,0.15,0.10,-0.26,-0.54,1.11,0.39,0.00
73675.00,0.17,309.75,-3.94,8.12,-0.01,-0.21,0.16,0.21,-0.15,-0.32,-0.45,0.91,0.37,0.00
73711.00,0.18,309.75,-3.94,8.12,-0.01,-0.21,0.16,-0.09,-0.19,-0.20,-0.45,0.91,0.37,0.00
73733.00,0.19,309.75,-3.94,8.12,-0.01,-0.21,0.16,-0.16,-0.04,0.03,-0.45,0.91,0.37,0.00
73755.00,0.20,309.75,-3.94,8.12,-0.01,-0.21,0.16,-0.28,0.02,0.20,-0.45,0.91,0.37,0.00
73777.00,0.21,309.69,-3.31,8.19,-0.00,0.07,0.03,-0.34,0.05,0.26,-0.55,1.24,0.44,0.00
73799.00,0.23,309.69,-3.31,8.19,-0.00,0.07,0.03,-0.24,0.05,0.17,-0.55,1.24,0.44,0.00
73832.00,0.24,309.69,-3.31,8.19,-0.00,0.07,0.03,0.04,-0.03,-0.16,-0.55,1.24,0.44,0.00
73854.00,0.25,309.69,-3.31,8.19,-0.00,0.07,0.03,0.06,-0.02,-0.22,-0.55,1.24,0.44,0.00
73876.00,0.26,309.12,-4.00,7.06,0.26,0.16,0.12,0.09,-0.04,-0.21,-0.46,0.93,0.38,0.00
73898.00,0.28,309.12,-4.00,7.06,0.26,0.16,0.12,0.09,-0.05,-0.17,-0.46,0.93,0.38,0.00
73931.00,0.30,309.12,-4.00,7.06,0.26,0.16,0.12,-0.11,0.01,0.10,-0.46,0.93,0.38,0.00
73953.00,0.31,309.12,-4.00,7.06,0.26,0.16,0.12,0.03,0.01,0.05,-0.46,0.93,0.38,0.00
73975.00,0.33,309.31,-5.06,5.88,0.32,0.25,0.15,0.11,0.00,-0.04,-0.48,0.98,0.38,0.00
74011.00,0.36,309.31,-5.06,5.88,0.32,0.25,0.15,0.11,-0.05,-0.08,-0.48,0.98,0.38,0.00
74033.00,0.38,309.31,-5.06,5.88,0.32,0.25,0.15,0.08,-0.14,-0.23,-0.48,0.98,0.38,0.00
74055.00,0.39,309.31,-5.06,5.88,0.32,0.25,0.15,0.07,-0.14,-0.21,-0.48,0.98,0.38,0.00
74077.00,0.40,309.00,-4.62,2.62,0.67,-0.33,0.13,0.01,-0.08,-0.12,-0.40,0.83,0.32,0.00
74099.00,0.41,309.00,-4.62,2.62,0.67,-0.33,0.13,-0.02,-0.04,-0.12,-0.40,0.83,0.32,0.00
74131.00,0.42,309.00,-4.62,2.62,0.67,-0.33,0.13,-0.06,0.09,0.10,-0.40,0.83,0.32,0.00
74153.00,0.43,309.00,-4.62,2.62,0.67,-0.33,0.13,-0.19,0.18,-0.00,-0.40,0.83,0.32,0.00
74175.00,0.42,309.19,-2.88,0.94,0.11,-0.01,-0.00,0.28,0.08,0.01,-0.75,1.44,0.55,0.00
74197.00,0.42,309.19,-2.88,0.94,0.11,-0.01,-0.00,0.30,0.03,-0.02,-0.75,1.44,0.55,0.00
74219.00,0.43,309.19,-2.88,0.94,0.11,-0.01,-0.00,0.35,-0.01,-0.13,-0.75,1.44,0.55,0.00
74254.00,0.44,309.19,-2.88,0.94,0.11,-0.01,-0.00,0.50,-0.11,0.00,-0.75,1.44,0.55,0.00
74277.00,0.44,309.19,-2.88,0.94,-0.00,-0.00,-0.01,0.01,-0.07,-0.04,-0.70,1.45,0.56,0.00
74311.00,0.45,309.19,-2.88,0.94,-0.00,-0.00,-0.01,-0.00,-0.06,-0.02,-0.70,1.45,0.56,0.00
74333.00,0.45,309.19,-2.88,0.94,-0.00,-0.00,-0.01,0.00,-0.08,-0.04,-0.70,1.45,0.56,0.00
74355.00,0.45,309.19,-2.88,0.94,-0.00,-0.00,-0.01,0.02,-0.07,-0.04,-0.70,1.45,0.56,0.00
74377.00,0.45,309.44,-2.88,1.06,-0.03,0.00,-0.03,-0.00,-0.08,-0.03,-0.54,1.13,0.43,0.00
74399.00,0.45,309.44,-2.88,1.06,-0.03,0.00,-0.03,0.01,-0.10,-0.04,-0.54,1.13,0.43,0.00
74432.00,0.45,309.44,-2.88,1.06,-0.03,0.00,-0.03,0.01,-0.05,-0.02,-0.54,1.13,0.43,0.00
74455.00,0.44,309.44,-2.88,1.06,-0.03,0.00,-0.03,0.01,-0.06,-0.02,-0.54,1.13,0.43,0.00
74477.00,0.44,309.56,-2.88,1.06,-0.00,0.00,0.00,0.03,-0.05,-0.02,-0.54,1.13,0.43,0.00
74499.00,0.43,309.56,-2.88,1.06,-0.00,0.00,0.00,0.03,-0.05,-0.02,-0.54,1.13,0.43,0.00
74531.00,0.42,309.56,-2.88,1.06,-0.00,0.00,0.00,0.00,-0.06,-0.02,-0.54,1.13,0.43,0.00
74553.00,0.42,309.56,-2.88,1.06,-0.00,0.00,0.00,-0.01,-0.07,-0.02,-0.54,1.13,0.43,0.00
74575.00,0.42,309.56,-2.88,1.06,0.00,0.00,0.00,0.01,-0.08,-0.03,-0.11,0.23,0.09,0.00
74611.00,0.41,309.56,-2.88,1.06,0.00,0.00,0.00,0.01,-0.08,-0.03,-0.11,0.23,0.09,0.00
74633.00,0.40,309.56,-2.88,1.06,0.00,0.00,0.00,0.02,-0.07,-0.02,-0.11,0.23,0.09,0.00
74655.00,0.40,309.56,-2.88,1.06,0.00,0.00,0.00,0.03,-0.06,-0.03,-0.11,0.23,0.09,0.00
74677.00,0.40,309.50,-2.88,1.06,-0.01,-0.00,-0.00,0.01,-0.07,-0.02,-0.11,0.23,0.09,0.00
74699.00,0.40,309.50,-2.88,1.06,-0.01,-0.00,-0.00,-0.01,-0.07,-0.02,-0.11,0.23,0.09,0.00
74731.00,0.41,309.50,-2.88,1.06,-0.01,-0.00,-0.00,0.03,-0.05,-0.03,-0.11,0.23,0.09,0.00
74753.00,0.41,309.50,-2.88,1.06,-0.01,-0.00,-0.00,0.03,-0.05,-0.03,-0.11,0.23,0.09,0.00
74775.00,0.41,309.50,-2.88,1.12,-0.00,0.00,-0.00,0.01,-0.05,-0.03,0.12,-0.24,-0.09,0.00
