Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
53.55,2395.453,909.10,-37.09524,101.48, -,9.451575
53.60,2395.453,909.10,-37.09524,101.48, -,9.451575
53.65,2392.472,909.20,-39.95238,101.48, -,9.451575
53.70,2392.472,909.20,-37.09524,101.48, -,9.451575
53.75,2392.472,909.20,-34.23809,101.48, -,9.451575
53.80,2389.492,909.30,-34.23809,101.48, -,9.451575
53.85,2386.511,909.40,-37.09524,101.48, -,9.451575
53.90,2383.532,909.50,-37.09524,101.48, -,9.451575
53.95,2383.532,909.50,-37.09524,101.48, -,9.451575
54.00,2380.554,909.60,-39.95238,101.48, -,9.451575
54.05,2377.574,909.70,-39.95238,101.48, -,9.451575
54.10,2377.574,909.70,-39.95238,101.48, -,9.451575
54.15,2377.574,909.70,-34.28571,101.48, -,9.451575
54.20,2377.574,909.70,-34.28571,101.48, -,9.451575
54.25,2374.596,909.80,-37.14286,101.48, -,9.451575
54.30,2371.616,909.90,-37.14286,101.48, -,9.451575
54.35,2368.638,910.00,-40,101.48, -,9.451575
54.40,2365.661,910.10,-40,101.48, -,9.451575
54.45,2365.661,910.10,-37.14286,101.48, -,9.451575
54.50,2362.682,910.20,-37.14286,101.48, -,9.451575
54.55,2362.682,910.20,-34.28571,101.48, -,9.451575
54.60,2359.706,910.30,-34.28571,101.48, -,9.451575
54.65,2356.727,910.40,-37.14286,101.48, -,9.451575
54.70,2356.727,910.40,-34.28571,101.48, -,9.451575
54.75,2353.751,910.50,-37.14286,101.48, -,9.451575
54.80,2350.775,910.60,-40,101.48, -,9.451575
54.85,2347.798,910.70,-40,101.48, -,9.451575
54.90,2347.798,910.70,-37.14286,101.48, -,9.451575
54.95,2347.798,910.70,-34.28571,101.48, -,9.451575
55.00,2344.822,910.80,-37.14286,101.48, -,9.451575
55.05,2341.845,910.90,-37.14286,101.48, -,9.451575
55.10,2341.845,910.90,-34.28571,101.48, -,9.451575
55.15,2338.871,911.00,-37.09524,101.48, -,9.451575
55.20,2338.871,911.00,-37.09524,101.48, -,9.451575
55.25,2335.896,911.10,-39.90476,101.48, -,9.451575
55.30,2335.896,911.10,-37.04762,101.48, -,9.451575
55.35,2335.896,911.10,-34.19048,101.48, -,9.451575
55.40,2332.92,911.20,-34.19048,101.48, -,9.451575
55.45,2329.946,911.30,-34.14286,101.48, -,9.451575
55.50,2329.946,911.30,-34.14286,101.48, -,9.451575
55.55,2326.97,911.40,-34.14286,101.48, -,9.451575
55.60,2326.97,911.40,-34.14286,101.48, -,9.451575
55.65,2326.97,911.40,-31.28572,101.48, -,9.451575
55.70,2323.996,911.50,-31.23809,101.48, -,9.451575
55.75,2323.996,911.50,-31.23809,101.48, -,9.451575
55.80,2318.048,911.70,-34.04762,101.48, -,9.451575
55.85,2318.048,911.70,-31.19048,101.48, -,9.451575
55.90,2315.075,911.80,-31.14286,101.48, -,9.451575
55.95,2315.075,911.80,-31.14286,101.48, -,9.451575
56.00,2312.101,911.90,-33.95238,101.48, -,9.451575
56.05,2309.129,912.00,-33.90476,101.48, -,9.451575
56.10,2309.129,912.00,-31.04762,101.48, -,9.451575
56.15,2306.157,912.10,-33.85714,101.48, -,9.451575
56.20,2303.183,912.20,-33.85714,101.48, -,9.451575
56.25,2303.183,912.20,-33.85714,101.48, -,9.451575
56.30,2300.212,912.30,-33.85714,101.48, -,9.451575
56.35,2300.212,912.30,-33.85714,101.48, -,9.451575
56.40,2297.239,912.40,-36.66667,101.48, -,9.451575
56.45,2294.268,912.50,-36.61905,101.48, -,9.451575
56.50,2294.268,912.50,-33.80952,101.48, -,9.451575
56.55,2291.297,912.60,-36.61905,101.48, -,9.471023
56.60,2288.325,912.70,-36.57143,101.48, -,9.471023
56.65,2285.355,912.80,-39.38095,101.48, -,9.471023
56.70,2285.355,912.80,-39.38095,101.48, -,9.471023
56.75,2282.383,912.90,-39.38095,101.48, -,9.471023
56.80,2282.383,912.90,-39.38095,101.48, -,9.471023
56.85,2279.414,913.00,-36.52381,101.48, -,9.471023
56.90,2279.414,913.00,-36.52381,101.48, -,9.471023
56.95,2276.444,913.10,-36.52381,101.48, -,9.471023
57.00,2273.473,913.20,-39.33333,101.48, -,9.471023
57.05,2273.473,913.20,-36.52381,101.48, -,9.471023
57.10,2270.505,913.30,-36.52381,101.48, -,9.471023
57.15,2270.505,913.30,-36.52381,101.48, -,9.471023
57.20,2270.505,913.30,-33.71429,101.48, -,9.471023
57.25,2267.534,913.40,-33.71429,101.48, -,9.471023
57.30,2267.534,913.40,-33.71429,101.48, -,9.471023
57.35,2264.566,913.50,-33.71429,101.48, -,9.471023
57.40,2264.566,913.50,-33.71429,101.48, -,9.471023
57.45,2261.598,913.60,-33.71429,101.48, -,9.471023
57.50,2258.628,913.70,-33.71429,101.48, -,9.451575
57.55,2255.661,913.80,-36.52381,101.48, -,9.451575
57.60,2255.661,913.80,-33.71429,101.48, -,9.451575
57.65,2252.692,913.90,-33.71429,101.48, -,9.451575
57.70,2252.692,913.90,-30.90476,101.48, -,9.451575
57.75,2249.725,914.00,-33.71429,101.48, -,9.451575
57.80,2252.692,913.90,-28.09524,101.48, -,9.451575
57.85,2252.692,913.90,-28.09524,101.48, -,9.451575
57.90,2249.725,914.00,-28.09524,101.48, -,9.451575
57.95,2249.725,914.00,-28.09524,101.48, -,9.451575
58.00,2246.758,914.10,-28.09524,101.48, -,9.451575
58.05,2246.758,914.10,-25.28572,101.48, -,9.451575
58.10,2243.79,914.20,-28.09524,101.48, -,9.451575
58.15,2240.824,914.30,-28.09524,101.48, -,9.451575
58.20,2237.856,914.40,-30.90476,101.48, -,9.451575
58.25,2234.89,914.50,-33.71429,101.48, -,9.451575
58.30,2234.89,914.50,-30.90476,101.48, -,9.451575
58.35,2231.925,914.60,-33.71429,101.48, -,9.451575
58.40,2228.958,914.70,-33.71429,101.48, -,9.451575
58.45,2225.993,914.80,-36.52381,101.48, -,9.451575
58.50,2225.993,914.80,-33.71429,101.48, -,9.451575
58.55,2223.027,914.90,-33.71429,101.48, -,9.451575
58.60,2223.027,914.90,-30.90476,101.48, -,9.451575
58.65,2223.027,914.90,-30.90476,101.48, -,9.451575
58.70,2220.062,915.00,-30.90476,101.48, -,9.451575
58.75,2217.098,915.10,-33.71429,101.48, -,9.451575
58.80,2217.098,915.10,-30.90476,101.48, -,9.451575
58.85,2214.133,915.20,-36.52381,101.48, -,9.451575
58.90,2214.133,915.20,-36.52381,101.48, -,9.451575
58.95,2211.169,915.30,-36.52381,101.48, -,9.451575
59.00,2211.169,915.30,-36.52381,101.48, -,9.451575
59.05,2208.204,915.40,-36.52381,101.48, -,9.451575
59.10,2205.241,915.50,-39.33333,101.48, -,9.451575
59.15,2202.278,915.60,-39.33333,101.48, -,9.451575
59.20,2202.278,915.60,-36.52381,101.48, -,9.451575
59.25,2199.314,915.70,-36.52381,101.48, -,9.451575
59.30,2199.314,915.70,-33.71429,101.48, -,9.451575
59.35,2196.351,915.80,-36.52381,101.48, -,9.451575
59.40,2196.351,915.80,-33.71429,101.48, -,9.451575
59.45,2193.388,915.90,-33.71429,101.48, -,9.451575
59.50,2190.426,916.00,-33.71429,101.48, -,9.451575
59.55,2187.464,916.10,-36.52381,101.48, -,9.451575
59.60,2187.464,916.10,-33.71429,101.48, -,9.451575
59.65,2184.501,916.20,-36.52381,101.48, -,9.451575
59.70,2184.501,916.20,-36.52381,101.48, -,9.451575
59.75,2184.501,916.20,-33.71429,101.48, -,9.451575
59.80,2181.541,916.30,-33.71429,101.48, -,9.451575
59.85,2178.578,916.40,-36.52381,101.48, -,9.451575
59.90,2178.578,916.40,-33.71429,101.48, -,9.451575
59.95,2175.617,916.50,-36.52381,101.48, -,9.451575
60.00,2175.617,916.50,-33.71429,101.48, -,9.451575
60.05,2172.657,916.60,-36.52381,101.48, -,9.451575
60.10,2172.657,916.60,-33.71429,101.48, -,9.451575
60.15,2169.696,916.70,-33.71429,101.48, -,9.451575
60.20,2169.696,916.70,-30.90476,101.48, -,9.451575
60.25,2169.696,916.70,-30.90476,101.48, -,9.451575
60.30,2166.736,916.80,-30.90476,101.48, -,9.451575
60.35,2163.775,916.90,-33.71429,101.48, -,9.451575
60.40,2160.816,917.00,-33.71429,101.48, -,9.451575
60.45,2157.857,917.10,-36.52381,101.48, -,9.451575
60.50,2157.857,917.10,-33.71429,101.48, -,9.451575
60.55,2154.896,917.20,-33.71429,101.48, -,9.451575
60.60,2154.896,917.20,-30.90476,101.48, -,9.451575
60.65,2148.978,917.40,-36.52381,101.48, -,9.451575
60.70,2148.978,917.40,-33.71429,101.48, -,9.451575
60.75,2146.021,917.50,-36.52381,101.48, -,9.451575
60.80,2143.063,917.60,-39.33333,101.48, -,9.451575
60.85,2146.021,917.50,-33.71429,101.48, -,9.451575
60.90,2143.063,917.60,-33.71429,101.48, -,9.451575
60.95,2140.104,917.70,-36.52381,101.48, -,9.451575
61.00,2137.147,917.80,-36.52381,101.48, -,9.451575
61.05,2137.147,917.80,-36.52381,101.48, -,9.451575
61.10,2134.188,917.90,-36.52381,101.48, -,9.451575
61.15,2137.147,917.80,-33.71429,101.48, -,9.451575
61.20,2134.188,917.90,-33.71429,101.48, -,9.451575
61.25,2131.232,918.00,-36.52381,101.48, -,9.451575
61.30,2128.275,918.10,-39.33333,101.48, -,9.451575
61.35,2125.318,918.20,-39.33333,101.48, -,9.451575
61.40,2125.318,918.20,-36.52381,101.48, -,9.451575
61.45,2122.362,918.30,-36.52381,101.48, -,9.451575
61.50,2119.405,918.40,-36.52381,101.3, -,9.451575
61.55,2119.405,918.40,-36.52381,101.3, -,9.451575
61.60,2119.405,918.40,-33.71429,101.3, -,9.451575
61.65,2116.449,918.50,-36.52381,101.3, -,9.451575
61.70,2116.449,918.50,-30.90476,101.3, -,9.451575
61.75,2113.495,918.60,-33.71429,101.3, -,9.451575
61.80,2113.495,918.60,-30.90476,101.3, -,9.451575
61.85,2110.538,918.70,-30.90476,101.3, -,9.451575
61.90,2107.584,918.80,-36.52381,101.3, -,9.451575
61.95,2101.674,919.00,-39.33333,101.3, -,9.451575
62.00,2101.674,919.00,-36.52381,101.3, -,9.451575
62.05,2101.674,919.00,-33.71429,101.3, -,9.451575
62.10,2101.674,919.00,-33.71429,101.3, -,9.451575
62.15,2095.765,919.20,-36.52381,101.3, -,9.451575
62.20,2095.765,919.20,-39.33333,101.3, -,9.451575
62.25,2095.765,919.20,-36.52381,101.3, -,9.451575
62.30,2095.765,919.20,-33.71429,101.3, -,9.451575
62.35,2089.857,919.40,-36.52381,101.3, -,9.451575
62.40,2089.857,919.40,-33.71429,101.3, -,9.451575
62.45,2089.857,919.40,-33.71429,101.3, -,9.451575
62.50,2089.857,919.40,-30.90476,101.3, -,9.451575
62.55,2083.952,919.60,-33.71429,101.3, -,9.451575
62.60,2080.998,919.70,-36.52381,101.3, -,9.451575
62.65,2080.998,919.70,-36.52381,101.3, -,9.451575
62.70,2078.047,919.80,-36.52381,101.3, -,9.451575
62.75,2078.047,919.80,-36.52381,101.3, -,9.451575
62.80,2075.093,919.90,-36.52381,101.3, -,9.451575
62.85,2072.142,920.00,-39.33333,101.3, -,9.451575
62.90,2072.142,920.00,-36.52381,101.3, -,9.451575
62.95,2072.142,920.00,-33.71429,101.3, -,9.451575
63.00,2069.191,920.10,-30.90476,101.3, -,9.451575
63.05,2066.238,920.20,-33.71429,101.3, -,9.451575
63.10,2069.191,920.10,-30.90476,101.3, -,9.451575
63.15,2066.238,920.20,-33.71429,101.3, -,9.451575
63.20,2063.288,920.30,-30.90476,101.3, -,9.451575
63.25,2060.336,920.40,-33.71429,101.3, -,9.451575
63.30,2060.336,920.40,-33.71429,101.3, -,9.451575
63.35,2057.386,920.50,-36.52381,101.3, -,9.451575
63.40,2054.436,920.60,-33.71429,101.3, -,9.451575
63.45,2051.485,920.70,-36.52381,101.3, -,9.451575
63.50,2051.485,920.70,-36.52381,101.3, -,9.451575
63.55,2051.485,920.70,-36.52381,101.3, -,9.451575
63.60,2048.535,920.80,-33.71429,101.3, -,9.451575
63.65,2048.535,920.80,-30.90476,101.3, -,9.451575
63.70,2048.535,920.80,-30.90476,101.3, -,9.451575
63.75,2048.535,920.80,-28.09524,101.3, -,9.451575
63.80,2045.585,920.90,-30.90476,101.3, -,9.451575
63.85,2039.688,921.10,-33.71429,101.3, -,9.451575
63.90,2039.688,921.10,-30.90476,101.3, -,9.451575
63.95,2039.688,921.10,-30.90476,101.3, -,9.451575
64.00,2036.738,921.20,-33.71429,101.3, -,9.451575
64.05,2033.79,921.30,-33.71429,101.3, -,9.451575
64.10,2033.79,921.30,-30.90476,101.3, -,9.451575
64.15,2030.84,921.40,-36.52381,101.3, -,9.451575
64.20,2027.893,921.50,-36.52381,101.3, -,9.451575
64.25,2027.893,921.50,-33.71429,101.3, -,9.451575
64.30,2027.893,921.50,-30.90476,101.3, -,9.451575
64.35,2027.893,921.50,-30.90476,101.3, -,9.451575
64.40,2024.946,921.60,-30.90476,101.3, -,9.451575
64.45,2019.05,921.80,-33.71429,101.3, -,9.451575
64.50,2019.05,921.80,-30.90476,101.3, -,9.451575
64.55,2019.05,921.80,-30.90476,101.3, -,9.451575
64.60,2019.05,921.80,-30.90476,101.3, -,9.451575
64.65,2013.156,922.00,-33.71429,101.3, -,9.451575
64.70,2013.156,922.00,-33.71429,101.3, -,9.451575
64.75,2010.21,922.10,-36.52381,101.3, -,9.451575
64.80,2010.21,922.10,-36.52381,101.3, -,9.451575
64.85,2007.263,922.20,-36.52381,101.3, -,9.451575
64.90,2007.263,922.20,-30.90476,101.3, -,9.451575
64.95,2007.263,922.20,-30.90476,101.3, -,9.451575
65.00,2007.263,922.20,-30.90476,101.3, -,9.451575
65.05,2004.317,922.30,-30.90476,101.3, -,9.451575
65.10,2001.37,922.40,-30.90476,101.3, -,9.451575
65.15,1998.426,922.50,-33.71429,101.3, -,9.451575
65.20,1995.481,922.60,-33.71429,101.3, -,9.451575
65.25,1995.481,922.60,-30.90476,101.3, -,9.451575
65.30,1995.481,922.60,-30.90476,101.3, -,9.451575
65.35,1989.591,922.80,-36.52381,101.3, -,9.451575
65.40,1989.591,922.80,-36.52381,101.3, -,9.451575
65.45,1989.591,922.80,-33.71429,101.3, -,9.451575
65.50,1989.591,922.80,-28.09524,101.3, -,9.490471
65.55,1989.591,922.80,-28.09524,101.3, -,9.490471
65.60,1983.702,923.00,-33.71429,101.3, -,9.490471
65.65,1983.702,923.00,-33.71429,101.3, -,9.490471
65.70,1983.702,923.00,-28.09524,101.3, -,9.490471
65.75,1983.702,923.00,-28.09524,101.3, -,9.490471
65.80,1977.814,923.20,-30.90476,101.3, -,9.490471
65.85,1974.871,923.30,-33.71429,101.3, -,9.490471
65.90,1974.871,923.30,-30.90476,101.3, -,9.490471
65.95,1974.871,923.30,-30.90476,101.3, -,9.490471
66.00,1974.871,923.30,-30.90476,101.3, -,9.490471
66.05,1968.984,923.50,-36.52381,101.3, -,9.490471
66.10,1968.984,923.50,-33.71429,101.3, -,9.490471
66.15,1966.042,923.60,-33.71429,101.3, -,9.490471
66.20,1966.042,923.60,-30.90476,101.3, -,9.490471
66.25,1966.042,923.60,-28.09524,101.3, -,9.490471
66.30,1963.099,923.70,-30.90476,101.3, -,9.490471
66.35,1963.099,923.70,-30.90476,101.3, -,9.490471
66.40,1963.099,923.70,-25.28572,101.3, -,9.490471
66.45,1960.157,923.80,-28.09524,101.3, -,9.490471
66.50,1957.214,923.90,-30.90476,101.3, -,9.490471
66.55,1954.274,924.00,-33.71429,101.3, -,9.451575
66.60,1954.274,924.00,-33.71429,101.3, -,9.451575
66.65,1951.333,924.10,-30.90476,101.3, -,9.451575
66.70,1948.391,924.20,-33.71429,101.3, -,9.451575
66.75,1945.45,924.30,-36.52381,101.3, -,9.451575
66.80,1945.45,924.30,-36.52381,101.3, -,9.451575
66.85,1945.45,924.30,-30.90476,101.3, -,9.451575
66.90,1945.45,924.30,-28.09524,101.3, -,9.451575
66.95,1942.509,924.40,-30.90476,101.3, -,9.451575
67.00,1942.509,924.40,-30.90476,101.3, -,9.451575
67.05,1942.509,924.40,-30.90476,101.3, -,9.451575
67.10,1942.509,924.40,-25.28572,101.3, -,9.451575
67.15,1939.569,924.50,-28.09524,101.3, -,9.451575
67.20,1936.63,924.60,-28.09524,101.3, -,9.451575
67.25,1930.75,924.80,-33.71429,101.3, -,9.451575
67.30,1930.75,924.80,-33.71429,101.3, -,9.451575
67.35,1930.75,924.80,-30.90476,101.3, -,9.451575
67.40,1930.75,924.80,-30.90476,101.3, -,9.451575
67.45,1927.809,924.90,-33.71429,101.3, -,9.451575
67.50,1924.871,925.00,-33.71429,101.3, -,9.451575
67.55,1924.871,925.00,-30.90476,101.3, -,9.451575
67.60,1924.871,925.00,-28.09524,101.3, -,9.451575
67.65,1921.933,925.10,-30.90476,101.3, -,9.451575
67.70,1921.933,925.10,-28.09524,101.3, -,9.451575
67.75,1921.933,925.10,-25.28572,101.3, -,9.451575
67.80,1918.993,925.20,-25.28572,101.3, -,9.451575
67.85,1916.056,925.30,-28.09524,101.3, -,9.451575
67.90,1916.056,925.30,-28.09524,101.3, -,9.451575
67.95,1913.117,925.40,-30.90476,101.3, -,9.451575
68.00,1910.179,925.50,-30.90476,101.3, -,9.451575
68.05,1907.243,925.60,-33.71429,101.3, -,9.451575
68.10,1907.243,925.60,-33.71429,101.3, -,9.451575
68.15,1907.243,925.60,-33.71429,101.3, -,9.451575
68.20,1904.304,925.70,-33.71429,101.3, -,9.451575
68.25,1901.368,925.80,-33.71429,101.3, -,9.451575
68.30,1901.368,925.80,-28.09524,101.3, -,9.451575
68.35,1898.43,925.90,-30.90476,101.3, -,9.451575
68.40,1898.43,925.90,-30.90476,101.3, -,9.451575
68.45,1895.494,926.00,-33.71429,101.3, -,9.451575
68.50,1892.559,926.10,-33.71429,101.3, -,9.451575
68.55,1892.559,926.10,-30.90476,101.12, -,9.451575
68.60,1892.559,926.10,-30.90476,101.12, -,9.451575
68.65,1889.622,926.20,-33.71429,101.12, -,9.451575
68.70,1886.687,926.30,-33.71429,101.12, -,9.451575
68.75,1883.75,926.40,-36.52381,101.12, -,9.451575
68.80,1883.75,926.40,-36.52381,101.12, -,9.451575
68.85,1883.75,926.40,-33.71429,101.12, -,9.451575
68.90,1880.816,926.50,-33.71429,101.12, -,9.451575
68.95,1877.881,926.60,-36.52381,101.12, -,9.451575
69.00,1874.945,926.70,-36.52381,101.12, -,9.451575
69.05,1874.945,926.70,-33.71429,101.12, -,9.451575
69.10,1874.945,926.70,-30.90476,101.12, -,9.451575
69.15,1872.012,926.80,-33.71429,101.12, -,9.451575
69.20,1872.012,926.80,-33.71429,101.12, -,9.451575
69.25,1869.076,926.90,-33.71429,101.12, -,9.451575
69.30,1872.012,926.80,-28.09524,101.12, -,9.451575
69.35,1869.076,926.90,-30.90476,101.12, -,9.451575
69.40,1866.143,927.00,-30.90476,101.12, -,9.451575
69.45,1863.21,927.10,-33.71429,101.12, -,9.451575
69.50,1863.21,927.10,-30.90476,101.12, -,9.451575
69.55,1863.21,927.10,-28.09524,101.12, -,9.451575
69.60,1860.276,927.20,-30.90476,101.12, -,9.451575
69.65,1857.343,927.30,-33.71429,101.12, -,9.451575
69.70,1854.409,927.40,-33.71429,101.12, -,9.451575
69.75,1851.477,927.50,-33.71429,101.12, -,9.451575
69.80,1851.477,927.50,-30.90476,101.12, -,9.451575
69.85,1851.477,927.50,-30.90476,101.12, -,9.451575
69.90,1851.477,927.50,-30.90476,101.12, -,9.451575
69.95,1851.477,927.50,-28.09524,101.12, -,9.451575
70.00,1848.546,927.60,-28.09524,101.12, -,9.451575
70.05,1848.546,927.60,-25.28572,101.12, -,9.451575
70.10,1845.612,927.70,-28.09524,101.12, -,9.451575
70.15,1842.681,927.80,-30.90476,101.12, -,9.451575
70.20,1842.681,927.80,-28.09524,101.12, -,9.451575
70.25,1839.748,927.90,-30.90476,101.12, -,9.451575
70.30,1836.818,928.00,-30.90476,101.12, -,9.451575
70.35,1836.818,928.00,-33.71429,101.12, -,9.451575
70.40,1833.887,928.10,-33.71429,101.12, -,9.451575
70.45,1836.818,928.00,-28.09524,101.12, -,9.451575
70.50,1833.887,928.10,-28.09524,101.12, -,9.451575
70.55,1830.955,928.20,-30.90476,101.12, -,9.451575
70.60,1828.025,928.30,-33.71429,101.12, -,9.451575
70.65,1828.025,928.30,-30.90476,101.12, -,9.451575
70.70,1825.094,928.40,-30.90476,101.12, -,9.451575
70.75,1825.094,928.40,-28.09524,101.12, -,9.451575
70.80,1825.094,928.40,-25.28572,101.12, -,9.451575
70.85,1822.165,928.50,-28.09524,101.12, -,9.451575
70.90,1822.165,928.50,-28.09524,101.12, -,9.451575
70.95,1819.235,928.60,-30.90476,101.12, -,9.451575
71.00,1819.235,928.60,-30.90476,101.12, -,9.451575
71.05,1816.305,928.70,-30.90476,101.12, -,9.451575
71.10,1819.235,928.60,-28.09524,101.12, -,9.451575
71.15,1816.305,928.70,-28.09524,101.12, -,9.451575
71.20,1810.446,928.90,-30.85714,101.12, -,9.451575
71.25,1807.518,929.00,-33.66667,101.12, -,9.451575
71.30,1807.518,929.00,-30.85714,101.12, -,9.451575
71.35,1804.59,929.10,-30.85714,101.12, -,9.451575
71.40,1804.59,929.10,-30.85714,101.12, -,9.451575
71.45,1801.661,929.20,-30.85714,101.12, -,9.451575
71.50,1801.661,929.20,-33.66667,101.12, -,9.451575
71.55,1798.733,929.30,-33.66667,101.12, -,9.451575
71.60,1798.733,929.30,-30.85714,101.12, -,9.451575
71.65,1795.804,929.40,-30.85714,101.12, -,9.451575
71.70,1795.804,929.40,-30.85714,101.12, -,9.451575
71.75,1792.877,929.50,-30.85714,101.12, -,9.451575
71.80,1792.877,929.50,-30.85714,101.12, -,9.451575
71.85,1789.951,929.60,-33.66667,101.12, -,9.451575
71.90,1789.951,929.60,-30.85714,101.12, -,9.451575
71.95,1787.023,929.70,-33.66667,101.12, -,9.451575
72.00,1787.023,929.70,-30.85714,101.12, -,9.451575
72.05,1784.097,929.80,-33.66667,101.12, -,9.451575
72.10,1781.169,929.90,-33.66667,101.12, -,9.451575
72.15,1778.243,930.00,-39.28571,101.12, -,9.451575
72.20,1778.243,930.00,-36.47619,101.12, -,9.451575
72.25,1778.243,930.00,-30.90476,101.12, -,9.451575
72.30,1778.243,930.00,-28.09524,101.12, -,9.451575
72.35,1775.318,930.10,-30.90476,101.12, -,9.451575
72.40,1775.318,930.10,-28.09524,101.12, -,9.451575
72.45,1769.466,930.30,-33.66667,101.12, -,9.451575
72.50,1769.466,930.30,-30.85714,101.12, -,9.451575
72.55,1766.54,930.40,-33.66667,101.12, -,9.451575
72.60,1766.54,930.40,-30.85714,101.12, -,9.451575
72.65,1763.616,930.50,-33.61905,101.12, -,9.451575
72.70,1760.692,930.60,-33.57143,101.12, -,9.451575
72.75,1760.692,930.60,-33.57143,101.12, -,9.451575
72.80,1760.692,930.60,-30.76191,101.12, -,9.451575
72.85,1757.766,930.70,-33.57143,101.12, -,9.451575
72.90,1757.766,930.70,-30.76191,101.12, -,9.451575
72.95,1757.766,930.70,-30.76191,101.12, -,9.451575
73.00,1754.843,930.80,-30.71428,101.12, -,9.451575
73.05,1751.917,930.90,-33.52381,101.12, -,9.451575
73.10,1751.917,930.90,-30.71428,101.12, -,9.451575
73.15,1748.995,931.00,-30.66667,101.12, -,9.451575
73.20,1748.995,931.00,-27.85714,101.12, -,9.451575
73.25,1746.072,931.10,-30.61905,101.12, -,9.451575
73.30,1746.072,931.10,-30.61905,101.12, -,9.451575
73.35,1743.147,931.20,-33.38095,101.12, -,9.451575
73.40,1740.225,931.30,-33.33333,101.12, -,9.451575
73.45,1740.225,931.30,-33.33333,101.12, -,9.451575
73.50,1737.301,931.40,-30.52381,101.12, -,9.451575
73.55,1737.301,931.40,-30.52381,101.12, -,9.451575
73.60,1734.38,931.50,-30.47619,101.12, -,9.451575
73.65,1734.38,931.50,-30.47619,101.12, -,9.451575
73.70,1734.38,931.50,-27.71428,101.12, -,9.451575
73.75,1731.458,931.60,-27.71428,101.12, -,9.451575
73.80,1731.458,931.60,-27.71428,101.12, -,9.451575
73.85,1728.535,931.70,-30.47619,101.12, -,9.451575
73.90,1728.535,931.70,-27.66667,101.12, -,9.451575
73.95,1725.614,931.80,-30.42857,101.12, -,9.451575
74.00,1722.692,931.90,-33.19048,101.12, -,9.451575
74.05,1722.692,931.90,-30.42857,101.12, -,9.451575
74.10,1719.771,932.00,-30.38095,101.12, -,9.451575
74.15,1719.771,932.00,-30.38095,101.12, -,9.451575
74.20,1716.851,932.10,-30.38095,101.12, -,9.451575
74.25,1713.929,932.20,-33.14286,101.12, -,9.451575
74.30,1713.929,932.20,-30.38095,101.12, -,9.451575
74.35,1711.009,932.30,-33.14286,101.12, -,9.451575
74.40,1708.088,932.40,-33.14286,101.12, -,9.451575
74.45,1708.088,932.40,-30.38095,101.12, -,9.451575
74.50,1708.088,932.40,-30.38095,101.12, -,9.451575
74.55,1705.169,932.50,-30.38095,101.12, -,9.471023
74.60,1702.25,932.60,-33.14286,101.12, -,9.471023
74.65,1702.25,932.60,-30.38095,101.12, -,9.471023
74.70,1699.329,932.70,-33.14286,101.12, -,9.471023
74.75,1699.329,932.70,-33.14286,101.12, -,9.471023
74.80,1696.411,932.80,-33.14286,101.12, -,9.471023
74.85,1693.491,932.90,-35.90476,101.12, -,9.471023
74.90,1690.573,933.00,-35.90476,101.12, -,9.471023
74.95,1690.573,933.00,-35.90476,101.12, -,9.471023
75.00,1690.573,933.00,-33.14286,101.12, -,9.471023
75.05,1687.655,933.10,-33.14286,101.12, -,9.471023
75.10,1684.736,933.20,-35.90476,101.12, -,9.471023
75.15,1681.819,933.30,-35.90476,101.12, -,9.471023
75.20,1678.9,933.40,-38.66667,101.12, -,9.471023
75.25,1678.9,933.40,-35.90476,101.12, -,9.471023
75.30,1675.983,933.50,-35.90476,101.12, -,9.471023
75.35,1675.983,933.50,-35.90476,101.12, -,9.471023
75.40,1675.983,933.50,-33.14286,101.12, -,9.471023
75.45,1673.067,933.60,-33.14286,101.12, -,9.471023
75.50,1673.067,933.60,-33.14286,100.94, -,9.451575
75.55,1667.233,933.80,-38.71429,100.94, -,9.451575
75.60,1667.233,933.80,-35.95238,100.94, -,9.451575
75.65,1664.316,933.90,-35.95238,100.94, -,9.451575
75.70,1661.4,934.00,-38.71429,100.94, -,9.451575
75.75,1658.485,934.10,-38.71429,100.94, -,9.451575
75.80,1658.485,934.10,-38.71429,100.94, -,9.451575
75.85,1658.485,934.10,-35.95238,100.94, -,9.451575
75.90,1658.485,934.10,-33.19048,100.94, -,9.451575
75.95,1652.654,934.30,-36,100.94, -,9.451575
76.00,1652.654,934.30,-36,100.94, -,9.451575
76.05,1649.737,934.40,-38.76191,100.94, -,9.451575
76.10,1649.737,934.40,-36,100.94, -,9.451575
76.15,1646.823,934.50,-36,100.94, -,9.451575
76.20,1649.737,934.40,-30.47619,100.94, -,9.451575
76.25,1646.823,934.50,-30.47619,100.94, -,9.451575
76.30,1646.823,934.50,-30.47619,100.94, -,9.451575
76.35,1643.909,934.60,-30.47619,100.94, -,9.451575
76.40,1643.909,934.60,-30.47619,100.94, -,9.451575
76.45,1640.994,934.70,-33.23809,100.94, -,9.451575
76.50,1635.166,934.90,-36.04762,100.94, -,9.451575
76.55,1635.166,934.90,-36.04762,100.94, -,9.451575
76.60,1635.166,934.90,-30.47619,100.94, -,9.451575
76.65,1632.253,935.00,-33.23809,100.94, -,9.451575
76.70,1632.253,935.00,-30.47619,100.94, -,9.451575
76.75,1629.34,935.10,-30.47619,100.94, -,9.451575
76.80,1629.34,935.10,-27.71428,100.94, -,9.451575
