0.000000000000000000e+00,1.633827506710539410e+02,1.536019028400000366e+02
5.000000000000000278e-02,1.637776486710539245e+02,1.538190468400000555e+02
1.000000000000000056e-01,1.646803566710539144e+02,1.540952368400000410e+02
1.499999999999999944e-01,1.660912706710539339e+02,1.544304748400000733e+02
2.000000000000000111e-01,1.682924946710539302e+02,1.551457148400000676e+02
2.500000000000000000e-01,1.717348306710539418e+02,1.568828568400000449e+02
2.999999999999999889e-01,1.761925746710539045e+02,1.591619048400000622e+02
3.499999999999999778e-01,1.816098246710539001e+02,1.621419048400000520e+02
4.000000000000000222e-01,1.878171186710538905e+02,1.656609528400000499e+02
4.500000000000000111e-01,1.950407646710539211e+02,1.698809528400000772e+02
5.000000000000000000e-01,2.031119626710539023e+02,1.744819048400000554e+02
5.500000000000000444e-01,2.121445906710539191e+02,1.796790488400000640e+02
5.999999999999999778e-01,2.223097286710539322e+02,1.856333348400000602e+02
6.500000000000000222e-01,2.337201926710539226e+02,1.924523828400000696e+02
6.999999999999999556e-01,2.454676306710539109e+02,1.991647628400000656e+02
7.500000000000000000e-01,2.575529326710539522e+02,2.058247628400000622e+02
8.000000000000000444e-01,2.702040966710539465e+02,2.125952380400000834e+02
8.499999999999999778e-01,2.838159988710539210e+02,2.197438096400000802e+02
9.000000000000000222e-01,2.980521956710539371e+02,2.267904772400000866e+02
9.499999999999999556e-01,3.129688964710539381e+02,2.341638102400000605e+02
1.000000000000000000e+00,3.286221530710539014e+02,2.421847634400000686e+02
1.050000000000000044e+00,3.450121588710538845e+02,2.507457150400000785e+02
1.100000000000000089e+00,3.619702310710539450e+02,2.594714302400000747e+02
1.149999999999999911e+00,3.796684062710539251e+02,2.685790490400000863e+02
1.199999999999999956e+00,3.983939114710538547e+02,2.782342874200001006e+02
1.250000000000000000e+00,4.179754913355268968e+02,2.882742874200001211e+02
1.300000000000000044e+00,4.376144811999999433e+02,2.978838114200000859e+02
1.350000000000000089e+00,4.573158583999999109e+02,3.071219058000000928e+02
1.399999999999999911e+00,4.771370855999999208e+02,3.159885726000000545e+02
1.449999999999999956e+00,4.972507617999999070e+02,3.247561918000000674e+02
1.500000000000000000e+00,5.175996455999998034e+02,3.332085734000000912e+02
1.550000000000000044e+00,5.380721521999998913e+02,3.412923826000001100e+02
1.600000000000000089e+00,5.586684669999998505e+02,3.488990496000001258e+02
1.649999999999999911e+00,5.795022277999997868e+02,3.559733352000001219e+02
1.699999999999999956e+00,6.005719619999998713e+02,3.625133348000001661e+02
1.750000000000000000e+00,6.217135919999998350e+02,3.690676200000001472e+02
1.800000000000000044e+00,6.433244699999999057e+02,3.759600000000001501e+02
1.850000000000000089e+00,6.655209599999999455e+02,3.830847620000001257e+02
1.899999999999999911e+00,6.875531719999999041e+02,3.895647620000001439e+02
1.949999999999999956e+00,7.092528839999998809e+02,3.952933340000001294e+02
2.000000000000000000e+00,7.308477199999999812e+02,4.004876200000001063e+02
2.049999999999999822e+00,7.525114300000000185e+02,4.053114280000000917e+02
