0.000000000000000000e+00,1.647459053727948799e+02,1.551390460799999857e+02
5.000000000000000278e-02,1.652500313727948651e+02,1.554609520799999984e+02
1.000000000000000056e-01,1.667064053727948760e+02,1.563209520799999837e+02
1.499999999999999944e-01,1.692271833727948547e+02,1.578771440799999937e+02
2.000000000000000111e-01,1.727004093727948657e+02,1.598123820799999919e+02
2.500000000000000000e-01,1.772381813727948554e+02,1.625504780800000049e+02
2.999999999999999889e-01,1.827290273727948886e+02,1.659323840799999630e+02
3.499999999999999778e-01,1.893962473727949032e+02,1.701704780799999526e+02
4.000000000000000222e-01,1.970168653727948822e+02,1.749457160799999542e+02
4.500000000000000111e-01,2.055354773727948725e+02,1.803114300799999512e+02
5.000000000000000000e-01,2.149523573727948644e+02,1.862142880799999602e+02
5.500000000000000444e-01,2.254912113727948508e+02,1.928676200799999663e+02
5.999999999999999778e-01,2.369289113727948575e+02,1.999000000799999839e+02
6.500000000000000222e-01,2.493224093727948514e+02,2.075247620799999879e+02
6.999999999999999556e-01,2.625032273727948677e+02,2.155819060800000102e+02
7.500000000000000000e-01,2.767527353727948594e+02,2.242857160800000145e+02
8.000000000000000444e-01,2.918469443727948374e+02,2.332095252800000083e+02
8.499999999999999778e-01,3.077862171727948635e+02,2.425657160800000156e+02
9.000000000000000222e-01,3.245723393727948292e+02,2.522495254800000168e+02
9.499999999999999556e-01,3.422582747727948345e+02,2.623647626800000126e+02
1.000000000000000000e+00,3.607349233727948103e+02,2.727542864800000189e+02
1.050000000000000044e+00,3.798903887727948359e+02,2.833638094800000431e+02
1.100000000000000089e+00,3.996109445727948355e+02,2.940314278800000238e+02
1.149999999999999911e+00,4.200662093727948445e+02,3.049180942799999912e+02
1.199999999999999956e+00,4.410887485527948684e+02,3.158114270400000123e+02
1.250000000000000000e+00,4.627913486863973844e+02,3.268714270400000146e+02
1.300000000000000044e+00,4.849511688199999639e+02,3.378314270399999941e+02
1.350000000000000089e+00,5.074597279999999841e+02,3.485885697999999593e+02
1.399999999999999911e+00,5.303726927999999816e+02,3.591942841999999700e+02
1.449999999999999956e+00,5.535797685999999658e+02,3.695447605999999610e+02
1.500000000000000000e+00,5.770792819999999210e+02,3.796371415999999499e+02
1.550000000000000044e+00,6.009862585999999283e+02,3.895809514000000036e+02
1.600000000000000089e+00,6.251883259999999609e+02,3.992142845999999281e+02
1.649999999999999911e+00,6.495194261999999981e+02,4.084323799999999665e+02
1.699999999999999956e+00,6.740886849999999413e+02,4.172847608000000150e+02
1.750000000000000000e+00,6.988983920000000580e+02,4.258809520000000362e+02
1.800000000000000044e+00,7.238336340000000746e+02,4.339485720000000697e+02
1.850000000000000089e+00,7.488987580000000435e+02,4.416000020000000745e+02
1.899999999999999911e+00,7.741473839999999882e+02,4.488847640000000752e+02
1.949999999999999956e+00,7.995817840000000842e+02,4.557504780000001006e+02
2.000000000000000000e+00,8.251445080000000871e+02,4.622504780000001006e+02
2.049999999999999822e+00,8.507264880000001313e+02,4.682266680000000747e+02
2.100000000000000089e+00,8.764370220000001837e+02,4.738371440000000234e+02
2.149999999999999911e+00,9.023341520000001310e+02,4.792457160000000158e+02
2.200000000000000178e+00,9.283044500000002017e+02,4.842352380000000380e+02
2.250000000000000000e+00,9.541247900000001891e+02,4.886466679999999769e+02
2.299999999999999822e+00,9.800183660000002419e+02,4.926380960000000186e+02
2.350000000000000089e+00,1.005873520000000326e+03,4.961571439999999598e+02
2.399999999999999911e+00,1.031746120000000246e+03,4.993609539999999924e+02
2.450000000000000178e+00,1.057580198000000337e+03,5.021438119999999685e+02
2.500000000000000000e+00,1.083373556000000235e+03,5.046066699999999514e+02
2.549999999999999822e+00,1.109128288000000111e+03,5.067542879999999172e+02
2.600000000000000089e+00,1.134786152000000129e+03,5.084219059999999217e+02
2.649999999999999911e+00,1.160349154000000226e+03,5.097180959999999459e+02
2.700000000000000178e+00,1.185814982000000100e+03,5.107990479999999707e+02
2.750000000000000000e+00,1.211185666000000310e+03,5.115628559999999538e+02
2.799999999999999822e+00,1.236344280000000253e+03,5.118952359999999544e+02
2.850000000000000089e+00,1.261407398000000057e+03,5.120171419999999216e+02
